0, 150, 14, 138.29999999999998, 128.12163265306123, Infinity, Infinity, 14.0, 14.0, 1.0, 1.0812364939964492, 0.7
0, 188, 14, 163.36170212765958, 174.24986049107142, Infinity, Infinity, 14.0, 14.0, 1.0, 1.0702474124439143, 0.7
0, 285, 14, 241.3817042606516, 250.71198801198798, Infinity, Infinity, 14.0, 14.0, 1.0, 1.0752645638706841, 0.7
0, 348, 14, 276.64593596059115, 286.91230717639166, Infinity, Infinity, 14.0, 14.0, 1.0, 1.0745170707667078, 0.7
0, 458, 14, 399.9157829070493, 395.1589662736496, Infinity, Infinity, 14.0, 14.0, 1.0, 1.078364640112496, 0.7
0, 508, 14, 528.328177727784, 494.9442713326942, Infinity, Infinity, 14.0, 14.0, 1.0, 1.076519524848697, 0.7
0, 624, 14, 770.3617216117216, 737.5012977574752, Infinity, Infinity, 14.0, 14.0, 1.0, 1.079259954365394, 0.7
0, 669, 14, 902.4534486440315, 884.0047587944388, Infinity, Infinity, 14.0, 14.0, 1.0, 1.0771072109216282, 0.7
2, 150, 14, 161.01904761904763, 127.21836734693878, Infinity, Infinity, 16.312134671475178, 21.729059459217137, 1.2504017716846982, 1.0775291584476674, 0.7
2, 188, 14, 157.06344984802428, 157.13044084821428, Infinity, Infinity, 15.989035047769136, 20.812866468633256, 1.249527343277966, 1.0704023484517873, 0.7
2, 285, 14, 185.1363408521303, 223.76973026973027, Infinity, Infinity, 15.852847897617057, 20.174168571403627, 1.2218006112654438, 1.0754335433490991, 0.7
2, 348, 14, 208.3684318555008, 267.171277665996, Infinity, Infinity, 15.69311541696807, 20.16170216388911, 1.191770559297823, 1.074623161715, 0.7
2, 458, 14, 308.70757953836556, 360.6786399780641, Infinity, Infinity, 15.678735960332162, 19.747901253473284, 1.1921279876216326, 1.0785332067153897, 0.7
2, 508, 14, 436.7459223847019, 460.20224113135185, Infinity, Infinity, 15.71287260104921, 20.030246444831747, 1.1921581609049585, 1.0764358767561186, 0.7
2, 624, 14, 639.8365384615385, 675.0951515780731, Infinity, Infinity, 15.460299049372464, 19.89710950118881, 1.1673142616595502, 1.0795637197365968, 0.7
2, 669, 14, 786.4568652573136, 860.8193524307177, Infinity, Infinity, 15.368980304533705, 19.56544239013029, 1.1587128352621556, 1.0772946377575914, 0.7
5, 150, 14, 152.32285714285715, 127.12020408163264, Infinity, Infinity, 15.444142837817965, 19.09680530685342, 1.139882673568101, 1.0773054555882355, 0.7
5, 188, 14, 151.3491641337386, 156.77399553571428, Infinity, Infinity, 15.282003130577909, 18.741361732774603, 1.146863283093114, 1.0703328050279999, 0.7
5, 285, 14, 198.9646616541353, 219.8155844155844, Infinity, Infinity, 15.303948057718376, 19.06471695347743, 1.1279622283103419, 1.075409441436462, 0.7
5, 348, 14, 227.0724548440066, 265.5035211267606, Infinity, Infinity, 15.140303987059504, 19.08912398668633, 1.1163103232528497, 1.0745959042656763, 0.7
5, 458, 14, 322.9011228945727, 373.1757608993694, Infinity, Infinity, 15.169573986840268, 19.11324525311864, 1.1148520952046508, 1.0785163445630168, 0.7
5, 508, 14, 439.16043307086613, 459.27504793863864, Infinity, Infinity, 15.125562541204163, 19.166957873999138, 1.1109092720416358, 1.0765282225302257, 0.7
5, 624, 14, 658.4375, 690.5189991694351, Infinity, Infinity, 14.910289338293664, 18.860283054687837, 1.0970890616164615, 1.079366578066838, 0.7
5, 669, 14, 803.2979927396967, 849.122095735747, Infinity, Infinity, 14.864933434948007, 18.655787315018422, 1.0887417490433158, 1.0772431125814594, 0.7
6, 150, 14, 137.4104761904762, 127.64102040816324, Infinity, Infinity, 14.020324586926538, 14.202610891036079, 1.0016358998738781, 1.08359594667332, 0.7
6, 188, 14, 151.411094224924, 168.10491071428572, Infinity, Infinity, 14.119276930930086, 15.15503497465953, 1.010204255582669, 1.0702571873599724, 0.7
6, 285, 14, 209.11203007518796, 245.83806193806194, Infinity, Infinity, 14.159342329122124, 15.360912470567893, 1.0147668133920769, 1.0752717646410572, 0.7
6, 348, 14, 238.76190476190476, 282.9721663313212, Infinity, Infinity, 14.133667778489293, 15.246974663109514, 1.0134767584087383, 1.0744468261218183, 0.7
6, 458, 14, 360.12882096069865, 394.1503290375651, Infinity, Infinity, 14.14755385636865, 15.223903148697492, 1.0135878256699213, 1.0783929743182374, 0.7
6, 508, 14, 516.2082395950507, 497.1794103547458, Infinity, Infinity, 14.195304121259987, 15.641562120796488, 1.01854136562659, 1.0763113159751216, 0.7
6, 624, 14, 700.444368131868, 701.6260901162792, Infinity, Infinity, 14.146021722622326, 15.251103079228477, 1.015405482996969, 1.0792770565107543, 0.7
6, 669, 14, 851.2270980140935, 865.8271904450872, Infinity, Infinity, 14.14826692985782, 15.301154390936118, 1.014066683313317, 1.0771033956509204, 0.7
0, 150, 14, 138.29999999999998, 128.12163265306123, Infinity, Infinity, 14.0, 14.0, 1.0, 1.0812364939964492, 0.7
0, 188, 14, 163.36170212765958, 174.24986049107142, Infinity, Infinity, 14.0, 14.0, 1.0, 1.0702474124439143, 0.7
0, 285, 14, 241.3817042606516, 250.71198801198798, Infinity, Infinity, 14.0, 14.0, 1.0, 1.0752645638706841, 0.7
0, 348, 14, 276.64593596059115, 286.91230717639166, Infinity, Infinity, 14.0, 14.0, 1.0, 1.0745170707667078, 0.7
0, 458, 14, 399.9157829070493, 395.1589662736496, Infinity, Infinity, 14.0, 14.0, 1.0, 1.078364640112496, 0.7
0, 508, 14, 528.328177727784, 494.9442713326942, Infinity, Infinity, 14.0, 14.0, 1.0, 1.076519524848697, 0.7
0, 624, 14, 770.3617216117216, 737.5012977574752, Infinity, Infinity, 14.0, 14.0, 1.0, 1.079259954365394, 0.7
0, 669, 14, 902.4534486440315, 884.0047587944388, Infinity, Infinity, 14.0, 14.0, 1.0, 1.0771072109216282, 0.7
2, 150, 14, 161.01904761904763, 127.21836734693878, Infinity, Infinity, 16.312134671475178, 21.729059459217137, 1.2504017716846982, 1.0775291584476674, 0.7
2, 188, 14, 157.06344984802428, 157.13044084821428, Infinity, Infinity, 15.989035047769136, 20.812866468633256, 1.249527343277966, 1.0704023484517873, 0.7
2, 285, 14, 185.1363408521303, 223.76973026973027, Infinity, Infinity, 15.852847897617057, 20.174168571403627, 1.2218006112654438, 1.0754335433490991, 0.7
2, 348, 14, 208.3684318555008, 267.171277665996, Infinity, Infinity, 15.69311541696807, 20.16170216388911, 1.191770559297823, 1.074623161715, 0.7
2, 458, 14, 308.70757953836556, 360.6786399780641, Infinity, Infinity, 15.678735960332162, 19.747901253473284, 1.1921279876216326, 1.0785332067153897, 0.7
2, 508, 14, 436.7459223847019, 460.20224113135185, Infinity, Infinity, 15.71287260104921, 20.030246444831747, 1.1921581609049585, 1.0764358767561186, 0.7
2, 624, 14, 639.8365384615385, 675.0951515780731, Infinity, Infinity, 15.460299049372464, 19.89710950118881, 1.1673142616595502, 1.0795637197365968, 0.7
2, 669, 14, 786.4568652573136, 860.8193524307177, Infinity, Infinity, 15.368980304533705, 19.56544239013029, 1.1587128352621556, 1.0772946377575914, 0.7
5, 150, 14, 152.32285714285715, 127.12020408163264, Infinity, Infinity, 15.444142837817965, 19.09680530685342, 1.139882673568101, 1.0773054555882355, 0.7
5, 188, 14, 151.3491641337386, 156.77399553571428, Infinity, Infinity, 15.282003130577909, 18.741361732774603, 1.146863283093114, 1.0703328050279999, 0.7
5, 285, 14, 198.9646616541353, 219.8155844155844, Infinity, Infinity, 15.303948057718376, 19.06471695347743, 1.1279622283103419, 1.075409441436462, 0.7
5, 348, 14, 227.0724548440066, 265.5035211267606, Infinity, Infinity, 15.140303987059504, 19.08912398668633, 1.1163103232528497, 1.0745959042656763, 0.7
5, 458, 14, 322.9011228945727, 373.1757608993694, Infinity, Infinity, 15.169573986840268, 19.11324525311864, 1.1148520952046508, 1.0785163445630168, 0.7
5, 508, 14, 439.16043307086613, 459.27504793863864, Infinity, Infinity, 15.125562541204163, 19.166957873999138, 1.1109092720416358, 1.0765282225302257, 0.7
5, 624, 14, 658.4375, 690.5189991694351, Infinity, Infinity, 14.910289338293664, 18.860283054687837, 1.0970890616164615, 1.079366578066838, 0.7
5, 669, 14, 803.2979927396967, 849.122095735747, Infinity, Infinity, 14.864933434948007, 18.655787315018422, 1.0887417490433158, 1.0772431125814594, 0.7
6, 150, 14, 137.4104761904762, 127.64102040816324, Infinity, Infinity, 14.020324586926538, 14.202610891036079, 1.0016358998738781, 1.08359594667332, 0.7
6, 188, 14, 151.411094224924, 168.10491071428572, Infinity, Infinity, 14.119276930930086, 15.15503497465953, 1.010204255582669, 1.0702571873599724, 0.7
6, 285, 14, 209.11203007518796, 245.83806193806194, Infinity, Infinity, 14.159342329122124, 15.360912470567893, 1.0147668133920769, 1.0752717646410572, 0.7
6, 348, 14, 238.76190476190476, 282.9721663313212, Infinity, Infinity, 14.133667778489293, 15.246974663109514, 1.0134767584087383, 1.0744468261218183, 0.7
6, 458, 14, 360.12882096069865, 394.1503290375651, Infinity, Infinity, 14.14755385636865, 15.223903148697492, 1.0135878256699213, 1.0783929743182374, 0.7
6, 508, 14, 516.2082395950507, 497.1794103547458, Infinity, Infinity, 14.195304121259987, 15.641562120796488, 1.01854136562659, 1.0763113159751216, 0.7
6, 624, 14, 700.444368131868, 701.6260901162792, Infinity, Infinity, 14.146021722622326, 15.251103079228477, 1.015405482996969, 1.0792770565107543, 0.7
6, 669, 14, 851.2270980140935, 865.8271904450872, Infinity, Infinity, 14.14826692985782, 15.301154390936118, 1.014066683313317, 1.0771033956509204, 0.7
